time	V(vin)	V(vout)
5.929348304514702e-001	-3.301812e-002	-4.270954e-002
5.940348304514701e-001	-2.668002e-002	-3.634633e-002
5.951348304514700e-001	-2.009460e-002	-2.973979e-002
5.956205447371842e-001	-1.716378e-002	-2.680120e-002
5.961062590228985e-001	-1.421457e-002	-2.384510e-002
5.965919733086127e-001	-1.124699e-002	-2.087151e-002
5.970776875943269e-001	-8.261022e-003	-1.788043e-002
5.975634018800411e-001	-5.256676e-003	-1.487185e-002
5.980491161657554e-001	-2.233950e-003	-1.184577e-002
5.985348304514696e-001	8.071567e-004	-8.802192e-003
5.986348304514696e-001	1.432986e-003	-8.175968e-003
5.992517249827195e-001	5.312381e-003	-4.294983e-003
5.998686195139695e-001	9.185091e-003	-4.221260e-004
6.004855140452194e-001	1.305111e-002	3.442604e-003
6.011024085764694e-001	1.691045e-002	7.299207e-003
6.017193031077193e-001	2.076311e-002	1.114768e-002
6.023361976389693e-001	2.460908e-002	1.498803e-002
6.029530921702192e-001	2.844836e-002	1.882025e-002
6.040245207416477e-001	3.508820e-002	2.544420e-002
6.050959493130761e-001	4.154374e-002	3.187994e-002
6.061673778845046e-001	4.781498e-002	3.812747e-002
6.072388064559330e-001	5.390192e-002	4.418680e-002
6.083102350273615e-001	5.980456e-002	5.005791e-002
6.093816635987899e-001	6.552291e-002	5.574082e-002
6.104530921702184e-001	7.105695e-002	6.123552e-002
6.121959493130753e-001	7.952449e-002	6.962981e-002
6.139388064559322e-001	8.697222e-002	7.699882e-002
6.156816635987892e-001	9.340014e-002	8.334256e-002
6.174245207416462e-001	9.880826e-002	8.866102e-002
6.191673778845032e-001	1.031966e-001	9.295421e-002
6.209102350273601e-001	1.065651e-001	9.622212e-002
6.226530921702170e-001	1.089138e-001	9.846476e-002
6.247245207416454e-001	1.098499e-001	9.927155e-002
6.267959493130737e-001	1.092036e-001	9.850115e-002
6.288673778845021e-001	1.069748e-001	9.615355e-002
6.309388064559304e-001	1.031634e-001	9.222875e-002
6.330102350273588e-001	9.776956e-002	8.672676e-002
6.350816635987870e-001	9.079319e-002	7.964758e-002
6.371530921702154e-001	8.223432e-002	7.099120e-002
6.383388064559296e-001	7.680077e-002	6.550922e-002
6.395245207416438e-001	7.108066e-002	5.974531e-002
6.407102350273579e-001	6.507399e-002	5.369946e-002
6.418959493130720e-001	5.878076e-002	4.737167e-002
6.430816635987862e-001	5.220098e-002	4.076195e-002
6.442673778845004e-001	4.533464e-002	3.387029e-002
6.454530921702145e-001	3.818174e-002	2.669670e-002
6.460945263220002e-001	3.427651e-002	2.278266e-002
6.467359604737858e-001	3.034805e-002	1.884693e-002
6.473773946255714e-001	2.639637e-002	1.488953e-002
6.480188287773572e-001	2.242145e-002	1.091046e-002
6.486602629291428e-001	1.842330e-002	6.909701e-003
6.493016970809284e-001	1.440192e-002	2.887268e-003
6.499431312327141e-001	1.035731e-002	-1.156843e-003
6.505574169469998e-001	6.484133e-003	-5.028045e-003
6.511717026612853e-001	2.630455e-003	-8.878332e-003
6.517859883755710e-001	-1.203722e-003	-1.270770e-002
6.524002740898567e-001	-5.018397e-003	-1.651616e-002
6.530145598041424e-001	-8.813570e-003	-2.030370e-002
6.536288455184279e-001	-1.258924e-002	-2.407032e-002
6.542431312327136e-001	-1.634541e-002	-2.781603e-002
6.553002740898564e-001	-2.275522e-002	-3.420432e-002
6.563574169469991e-001	-2.895494e-002	-4.037889e-002
6.574145598041419e-001	-3.494459e-002	-4.633974e-002
6.584717026612845e-001	-4.072417e-002	-5.208685e-002
6.595288455184273e-001	-4.629367e-002	-5.762024e-002
6.605859883755700e-001	-5.165309e-002	-6.293990e-002
6.616431312327128e-001	-5.680243e-002	-6.804584e-002
6.634145598041412e-001	-6.481783e-002	-7.597939e-002
6.651859883755695e-001	-7.173361e-002	-8.280854e-002
6.669574169469980e-001	-7.754978e-002	-8.853329e-002
6.687288455184263e-001	-8.226633e-002	-9.315364e-002
6.705002740898547e-001	-8.588328e-002	-9.666958e-002
6.722717026612830e-001	-8.840061e-002	-9.908113e-002
6.740431312327114e-001	-8.981834e-002	-1.003883e-001
6.759574169469970e-001	-8.968841e-002	-1.001379e-001
6.778717026612824e-001	-8.822769e-002	-9.856195e-002
6.797859883755679e-001	-8.543618e-002	-9.566044e-002
6.817002740898535e-001	-8.131387e-002	-9.143337e-002
6.836145598041390e-001	-7.586077e-002	-8.588073e-002
6.855288455184244e-001	-6.907687e-002	-7.900253e-002
6.874431312327100e-001	-6.096219e-002	-7.079876e-002
6.885431312327098e-001	-5.585816e-002	-6.564979e-002
6.896431312327097e-001	-5.050704e-002	-6.025769e-002
6.907431312327096e-001	-4.490881e-002	-5.462247e-002
6.918431312327095e-001	-3.906347e-002	-4.874413e-002
6.929431312327093e-001	-3.297104e-002	-4.262267e-002
6.940431312327092e-001	-2.663150e-002	-3.625808e-002
6.951431312327091e-001	-2.004486e-002	-2.965038e-002
6.955431312327091e-001	-1.763463e-002	-2.723371e-002
6.959431312327090e-001	-1.521080e-002	-2.480403e-002
6.963431312327090e-001	-1.277337e-002	-2.236136e-002
6.967431312327089e-001	-1.032233e-002	-1.990568e-002
6.971431312327089e-001	-7.857694e-003	-1.743699e-002
6.975431312327088e-001	-5.379456e-003	-1.495530e-002
6.979431312327088e-001	-2.887615e-003	-1.246061e-002
6.980431312327088e-001	-2.264292e-003	-1.183667e-002
6.986436892684230e-001	1.501428e-003	-8.068042e-003
6.992442473041373e-001	5.265997e-003	-4.301937e-003
6.998448053398515e-001	9.029413e-003	-5.383546e-004
7.004453633755657e-001	1.279168e-002	3.222706e-003
7.010459214112800e-001	1.655279e-002	6.981246e-003
7.016464794469942e-001	2.031275e-002	1.073726e-002
7.022470374827085e-001	2.407156e-002	1.449076e-002
7.032613231969941e-001	3.040909e-002	2.081605e-002
7.042756089112796e-001	3.660262e-002	2.699374e-002
7.052898946255652e-001	4.265215e-002	3.302384e-002
7.063041803398509e-001	4.855769e-002	3.890634e-002
7.073184660541365e-001	5.431923e-002	4.464125e-002
7.083327517684220e-001	5.993677e-002	5.022856e-002
7.093470374827077e-001	6.541031e-002	5.566828e-002
7.109756089112789e-001	7.378883e-002	6.398424e-002
7.126041803398502e-001	8.132878e-002	7.145604e-002
7.142327517684214e-001	8.803015e-002	7.808368e-002
7.158613231969927e-001	9.389294e-002	8.386715e-002
7.174898946255639e-001	9.891716e-002	8.880646e-002
7.191184660541352e-001	1.031028e-001	9.290161e-002
7.207470374827064e-001	1.064499e-001	9.615260e-002
7.230041803398490e-001	1.090985e-001	9.866078e-002
7.252613231969917e-001	1.098341e-001	9.926069e-002
7.275184660541343e-001	1.086564e-001	9.795232e-002
7.297756089112768e-001	1.055657e-001	9.473566e-002
7.320327517684194e-001	1.005618e-001	8.961073e-002
7.342898946255621e-001	9.364477e-002	8.257751e-002
7.365470374827047e-001	8.481459e-002	7.363601e-002
7.377613231969903e-001	7.944908e-002	6.821884e-002
7.389756089112758e-001	7.376758e-002	6.249043e-002
7.401898946255614e-001	6.777008e-002	5.645079e-002
7.414041803398470e-001	6.145660e-002	5.009991e-002
7.426184660541326e-001	5.482712e-002	4.343779e-002
7.438327517684181e-001	4.788164e-002	3.646444e-002
7.450470374827037e-001	4.062018e-002	2.917985e-002
7.457259228063644e-001	3.651385e-002	2.506320e-002
7.464048081300250e-001	3.237826e-002	2.091903e-002
7.470836934536856e-001	2.821341e-002	1.674732e-002
7.477625787773463e-001	2.401930e-002	1.254809e-002
7.484414641010070e-001	1.979593e-002	8.321336e-003
7.491203494246675e-001	1.554330e-002	4.067052e-003
7.497992347483282e-001	1.126141e-002	-2.147575e-004
7.504492347483281e-001	7.160883e-003	-4.313513e-003
7.510992347483281e-001	3.081992e-003	-8.389050e-003
7.517492347483280e-001	-9.752642e-004	-1.244137e-002
7.523992347483279e-001	-5.010885e-003	-1.647047e-002
7.530492347483279e-001	-9.024869e-003	-2.047635e-002
7.536992347483278e-001	-1.301722e-002	-2.445902e-002
7.543492347483277e-001	-1.698793e-002	-2.841846e-002
7.554063776054705e-001	-2.338430e-002	-3.479294e-002
7.564635204626132e-001	-2.956802e-002	-4.095113e-002
7.575206633197560e-001	-3.553910e-002	-4.689306e-002
7.585778061768986e-001	-4.129754e-002	-5.261870e-002
7.596349490340414e-001	-4.684335e-002	-5.812807e-002
7.606920918911841e-001	-5.217651e-002	-6.342116e-002
7.617492347483269e-001	-5.729703e-002	-6.849798e-002
7.635349490340410e-001	-6.532002e-002	-7.643792e-002
7.653206633197551e-001	-7.222062e-002	-8.325072e-002
7.671063776054692e-001	-7.799884e-002	-8.893637e-002
7.688920918911832e-001	-8.265466e-002	-9.349486e-002
7.706778061768973e-001	-8.618809e-002	-9.692621e-002
7.724635204626115e-001	-8.859913e-002	-9.923041e-002
7.742492347483255e-001	-8.988778e-002	-1.004075e-001
7.761492347483253e-001	-8.960748e-002	-1.000078e-001
7.780492347483251e-001	-8.802077e-002	-9.830695e-002
7.799492347483249e-001	-8.512763e-002	-9.530498e-002
7.818492347483247e-001	-8.092808e-002	-9.100186e-002
7.837492347483245e-001	-7.542210e-002	-8.539760e-002
7.856492347483243e-001	-6.860971e-002	-7.849220e-002
7.875492347483241e-001	-6.049090e-002	-7.028565e-002
7.886492347483239e-001	-5.535514e-002	-6.510530e-002
7.897492347483238e-001	-4.997499e-002	-5.968455e-002
7.908492347483237e-001	-4.435044e-002	-5.402341e-002
7.919492347483236e-001	-3.848150e-002	-4.812188e-002
7.930492347483235e-001	-3.236817e-002	-4.197994e-002
7.941492347483233e-001	-2.601045e-002	-3.559761e-002
7.952492347483232e-001	-1.940834e-002	-2.897488e-002
7.956635204626089e-001	-1.690645e-002	-2.646651e-002
7.960778061768945e-001	-1.439063e-002	-2.394484e-002
7.964920918911802e-001	-1.186086e-002	-2.140987e-002
7.969063776054659e-001	-9.317159e-003	-1.886161e-002
7.973206633197516e-001	-6.759512e-003	-1.630004e-002
7.977349490340372e-001	-4.187924e-003	-1.372518e-002
7.981492347483229e-001	-1.602396e-003	-1.113702e-002
7.982492347483229e-001	-9.781019e-004	-1.051219e-002
7.989051499268942e-001	3.142119e-003	-6.389393e-003
7.995610651054657e-001	7.257104e-003	-2.273466e-003
8.002169802840370e-001	1.136685e-002	1.835593e-003
8.008728954626084e-001	1.547137e-002	5.937785e-003
8.015288106411798e-001	1.957064e-002	1.003311e-002
8.021847258197512e-001	2.366468e-002	1.412157e-002
8.028406409983225e-001	2.775349e-002	1.820316e-002
8.039120695697510e-001	3.440371e-002	2.483788e-002
8.049834981411794e-001	4.087254e-002	3.128730e-002
8.060549267126079e-001	4.715998e-002	3.755141e-002
8.071263552840363e-001	5.326604e-002	4.363021e-002
8.081977838554648e-001	5.919071e-002	4.952370e-002
8.092692124268932e-001	6.493399e-002	5.523188e-002
8.103406409983217e-001	7.049588e-002	6.075475e-002
8.120692124268929e-001	7.894685e-002	6.913362e-002
8.137977838554642e-001	8.640049e-002	7.650969e-002
8.155263552840354e-001	9.285681e-002	8.288296e-002
8.172549267126067e-001	9.831580e-002	8.825343e-002
8.189834981411779e-001	1.027775e-001	9.262109e-002
8.207120695697492e-001	1.062418e-001	9.598595e-002
8.224406409983204e-001	1.087088e-001	9.834800e-002
8.245263552840344e-001	1.098236e-001	9.933240e-002
8.266120695697485e-001	1.093292e-001	9.871292e-002
8.286977838554626e-001	1.072258e-001	9.648959e-002
8.307834981411766e-001	1.035133e-001	9.266238e-002
8.328692124268906e-001	9.819165e-002	8.723131e-002
8.349549267126047e-001	9.126093e-002	8.019637e-002
8.370406409983188e-001	8.272111e-002	7.155756e-002
8.382263552840329e-001	7.732472e-002	6.611231e-002
8.394120695697471e-001	7.163846e-002	6.038179e-002
8.405977838554612e-001	6.566231e-002	5.436599e-002
8.417834981411754e-001	5.939629e-002	4.806492e-002
8.429692124268895e-001	5.284038e-002	4.147857e-002
8.441549267126037e-001	4.599460e-002	3.460694e-002
8.453406409983179e-001	3.885894e-002	2.745004e-002
8.459856186768893e-001	3.493981e-002	2.352176e-002
8.466305963554606e-001	3.099606e-002	1.957042e-002
8.472755740340320e-001	2.702769e-002	1.559603e-002
8.479205517126034e-001	2.303470e-002	1.159858e-002
8.485655293911748e-001	1.901709e-002	7.578081e-003
8.492105070697461e-001	1.497486e-002	3.534527e-003
8.498554847483175e-001	1.090800e-002	-5.320805e-004
8.504840561768888e-001	6.943802e-003	-4.494474e-003
8.511126276054603e-001	2.999656e-003	-8.435333e-003
8.517411990340316e-001	-9.244374e-004	-1.235466e-002
8.523697704626030e-001	-4.828478e-003	-1.625245e-002
8.529983418911743e-001	-8.712465e-003	-2.012871e-002
8.536269133197457e-001	-1.257640e-002	-2.398344e-002
8.542554847483170e-001	-1.642028e-002	-2.781663e-002
8.553126276054598e-001	-2.282854e-002	-3.420337e-002
8.563697704626025e-001	-2.902641e-002	-4.037610e-002
8.574269133197453e-001	-3.501391e-002	-4.633479e-002
8.584840561768879e-001	-4.079104e-002	-5.207947e-002
8.595411990340307e-001	-4.635779e-002	-5.761012e-002
8.605983418911735e-001	-5.171417e-002	-6.292674e-002
8.616554847483162e-001	-5.686017e-002	-6.802934e-002
8.634269133197446e-001	-6.486921e-002	-7.595656e-002
8.651983418911730e-001	-7.177823e-002	-8.277898e-002
8.669697704626014e-001	-7.758722e-002	-8.849659e-002
8.687411990340297e-001	-8.229620e-002	-9.310940e-002
8.705126276054581e-001	-8.590514e-002	-9.661740e-002
8.722840561768864e-001	-8.841407e-002	-9.902060e-002
8.740554847483149e-001	-8.982297e-002	-1.003190e-001
8.759697704626004e-001	-8.968340e-002	-1.000591e-001
8.778840561768858e-001	-8.821342e-002	-9.847395e-002
8.797983418911713e-001	-8.541304e-002	-9.556368e-002
8.817126276054569e-001	-8.128225e-002	-9.132825e-002
8.836269133197424e-001	-7.582106e-002	-8.576765e-002
8.855411990340278e-001	-6.902947e-002	-7.888189e-002
8.874554847483134e-001	-6.090748e-002	-7.067096e-002
8.885554847483133e-001	-5.579974e-002	-6.551837e-002
8.896554847483131e-001	-5.044523e-002	-6.012297e-002
8.907554847483130e-001	-4.484392e-002	-5.448476e-002
8.918554847483129e-001	-3.899583e-002	-4.860375e-002
8.929554847483128e-001	-3.290094e-002	-4.247994e-002
8.940554847483127e-001	-2.655928e-002	-3.611332e-002
8.951554847483125e-001	-1.997082e-002	-2.950390e-002
8.956269133197411e-001	-1.712586e-002	-2.665145e-002
8.960983418911696e-001	-1.426343e-002	-2.378237e-002
8.965697704625981e-001	-1.138353e-002	-2.089664e-002
8.970411990340266e-001	-8.486144e-003	-1.799427e-002
8.975126276054551e-001	-5.571289e-003	-1.507525e-002
8.979840561768836e-001	-2.638959e-003	-1.213960e-002
8.984554847483122e-001	3.108452e-004	-9.187301e-003
8.985554847483122e-001	9.363884e-004	-8.561339e-003
8.991812659983121e-001	4.870895e-003	-4.625084e-003
8.998070472483121e-001	8.798953e-003	-6.967618e-004
9.004328284983120e-001	1.272056e-002	3.223628e-003
9.010586097483119e-001	1.663572e-002	7.136085e-003
9.016843909983118e-001	2.054443e-002	1.104061e-002
9.023101722483118e-001	2.444670e-002	1.493720e-002
9.029359534983117e-001	2.834251e-002	1.882586e-002
9.040073820697402e-001	3.498395e-002	2.545141e-002
9.050788106411686e-001	4.144154e-002	3.188919e-002
9.061502392125971e-001	4.771527e-002	3.813921e-002
9.072216677840255e-001	5.380515e-002	4.420145e-002
9.082930963554540e-001	5.971117e-002	5.007593e-002
9.093645249268824e-001	6.543333e-002	5.576264e-002
9.104359534983109e-001	7.097164e-002	6.126159e-002
9.121788106411678e-001	7.944716e-002	6.966383e-002
9.139216677840247e-001	8.690352e-002	7.704143e-002
9.156645249268817e-001	9.334072e-002	8.339439e-002
9.174073820697387e-001	9.875875e-002	8.872271e-002
9.191502392125956e-001	1.031576e-001	9.302639e-002
9.208930963554526e-001	1.065373e-001	9.630543e-002
9.226359534983095e-001	1.088979e-001	9.855983e-002
9.247073820697379e-001	1.098486e-001	9.938101e-002
9.267788106411662e-001	1.092162e-001	9.862444e-002
9.288502392125946e-001	1.070008e-001	9.629012e-002
9.309216677840229e-001	1.032024e-001	9.237804e-002
9.329930963554513e-001	9.782089e-002	8.688822e-002
9.350645249268795e-001	9.085634e-002	7.982064e-002
9.371359534983079e-001	8.230874e-002	7.117531e-002
9.383216677840220e-001	7.688084e-002	6.569884e-002
9.395073820697363e-001	7.116587e-002	5.993993e-002
9.406930963554504e-001	6.516383e-002	5.389857e-002
9.418788106411645e-001	5.887473e-002	4.757476e-002
9.430645249268786e-001	5.229857e-002	4.096851e-002
9.442502392125929e-001	4.543534e-002	3.407981e-002
9.454359534983070e-001	3.828504e-002	2.690867e-002
9.460770249268784e-001	3.438360e-002	2.299833e-002
9.467180963554497e-001	3.045863e-002	1.906602e-002
9.473591677840211e-001	2.651014e-002	1.511174e-002
9.480002392125925e-001	2.253813e-002	1.113548e-002
9.486413106411639e-001	1.854259e-002	7.137250e-003
9.492823820697351e-001	1.452353e-002	3.117047e-003
9.499234534983065e-001	1.048095e-002	-9.251296e-004
9.505520249268779e-001	6.516978e-003	-4.887149e-003
9.511805963554493e-001	2.573716e-003	-8.826976e-003
9.518091677840206e-001	-1.348835e-003	-1.274461e-002
9.524377392125920e-001	-5.250674e-003	-1.664006e-002
9.530663106411633e-001	-9.131802e-003	-2.051331e-002
9.536948820697347e-001	-1.299222e-002	-2.436437e-002
9.543234534983061e-001	-1.683192e-002	-2.819324e-002
9.553805963554488e-001	-2.323158e-002	-3.457115e-002
9.564377392125916e-001	-2.941922e-002	-4.073340e-002
9.574948820697343e-001	-3.539483e-002	-4.667999e-002
9.585520249268770e-001	-4.115843e-002	-5.241093e-002
9.596091677840197e-001	-4.671002e-002	-5.792621e-002
9.606663106411625e-001	-5.204958e-002	-6.322583e-002
9.617234534983052e-001	-5.717713e-002	-6.830979e-002
9.635091677840193e-001	-6.521357e-002	-7.626338e-002
9.652948820697335e-001	-7.212847e-002	-8.309066e-002
9.670805963554475e-001	-7.792184e-002	-8.879163e-002
9.688663106411616e-001	-8.259368e-002	-9.336629e-002
9.706520249268756e-001	-8.614399e-002	-9.681464e-002
9.724377392125898e-001	-8.857276e-002	-9.913668e-002
9.742234534983039e-001	-8.988000e-002	-1.003324e-001
9.761234534983037e-001	-8.961968e-002	-9.995277e-002
9.780234534983034e-001	-8.805212e-002	-9.827115e-002
9.799234534983032e-001	-8.517731e-002	-9.528754e-002
9.818234534983030e-001	-8.099527e-002	-9.100194e-002
9.837234534983028e-001	-7.550599e-002	-8.541436e-002
9.856234534983026e-001	-6.870947e-002	-7.852479e-002
9.875234534983024e-001	-6.060570e-002	-7.033323e-002
9.886234534983023e-001	-5.547763e-002	-6.516053e-002
9.897234534983022e-001	-5.010451e-002	-5.974678e-002
9.908234534983020e-001	-4.448634e-002	-5.409196e-002
9.919234534983019e-001	-3.862311e-002	-4.819609e-002
9.930234534983018e-001	-3.251483e-002	-4.205916e-002
9.941234534983017e-001	-2.616150e-002	-3.568116e-002
9.952234534983016e-001	-1.956312e-002	-2.906211e-002
9.957663106411586e-001	-1.627846e-002	-2.576904e-002
9.963091677840157e-001	-1.297291e-002	-2.245619e-002
9.968520249268728e-001	-9.646482e-003	-1.912357e-002
9.973948820697299e-001	-6.299166e-003	-1.577117e-002
9.979377392125870e-001	-2.930966e-003	-1.239899e-002
9.984805963554441e-001	4.581183e-004	-9.007036e-003
9.990234534983011e-001	3.868087e-003	-5.595304e-003
9.994234534983011e-001	6.378280e-003	-3.084538e-003
9.999686413501342e-001	9.802968e-003	3.399600e-004
1.000000000000000e+000	1.000000e-002	5.369467e-004
